Video ID,Playlist Video Creation Timestamp
0tA0EKGLdI0,2011-06-25T08:27:29+00:00
Pl4wH80ADt4,2011-06-25T08:27:29+00:00
6Y7KVtxN2Zg,2011-06-25T08:27:29+00:00
AT5LQj3asLU,2011-06-25T08:27:29+00:00
 -XwrqG7upxA,2011-06-25T08:27:29+00:00
vywvNUJNKSU,2011-06-25T08:27:29+00:00
CmJv2XGUKfM,2011-06-25T08:27:29+00:00
kCL1VB4fS-s,2011-06-25T08:27:29+00:00
3Pp01M7khI8,2011-06-25T08:27:29+00:00
BHZYJjSeTBQ,2011-06-25T08:27:29+00:00
D-v_FGRZS58,2011-06-25T08:27:29+00:00
msJ5pgHIo50,2011-06-25T08:27:29+00:00
G7kjtyeiPos,2011-06-25T08:27:29+00:00
0tA0EKGLdI0,2011-06-25T08:27:29+00:00
0tA0EKGLdI0,2011-06-25T08:27:29+00:00
Pl4wH80ADt4,2011-06-25T08:27:29+00:00
AT5LQj3asLU,2011-06-25T08:27:29+00:00
vywvNUJNKSU,2011-06-25T08:27:29+00:00
CmJv2XGUKfM,2011-06-25T08:27:29+00:00
kCL1VB4fS-s,2011-06-25T08:27:33+00:00
3Pp01M7khI8,2011-06-25T08:27:33+00:00
lADVXWS4VJ0,2011-06-25T08:27:33+00:00
8c6cuocPq6g,2011-06-25T08:27:33+00:00
NKxrocUDKY4,2011-06-25T08:27:33+00:00
1Kh8_va3DpM,2011-06-25T08:27:33+00:00
QVyPDNk38Z4,2011-06-25T08:27:33+00:00
5f6vSKRlb5Q,2011-06-25T08:27:33+00:00
7k4F0Cx5Q7Y,2011-06-25T08:27:33+00:00
sQMDvKiTfA8,2011-06-25T08:27:33+00:00
dxSluvlXi6E,2011-06-25T08:27:33+00:00
PaqOIopKhrc,2011-06-25T08:27:33+00:00
AOby2Fy9Ud0,2011-06-25T08:27:33+00:00
MsCZF_k9oHQ,2011-06-25T08:27:33+00:00
efO6nxaCMTs,2011-06-25T08:27:33+00:00
OhaOhun1da4,2011-06-25T08:27:33+00:00
RfpnVr-Z8Zc,2011-06-25T08:27:33+00:00
eMKtuUrU66E,2011-06-25T08:27:33+00:00
RePerGnXR0Y,2011-06-25T08:27:33+00:00
OqlNV0KweEU,2011-06-25T08:27:33+00:00
06suX1zG-_k,2011-06-25T08:27:33+00:00
mH1M_QvQxyU,2011-06-25T08:27:33+00:00
Nq3Eyp2B5n8,2011-06-25T08:27:33+00:00
LhzrRQgtGzA,2011-06-25T08:27:33+00:00
jZXPHXREc1I,2011-06-25T08:27:33+00:00
OSL01S0-Ung,2011-06-25T08:27:33+00:00
6X8BN71_ZSE,2011-06-25T08:27:33+00:00
DGhQMJJJY9k,2011-06-25T08:27:33+00:00
rvDd1ggpXfE,2011-06-25T08:27:33+00:00
b7uFYU3eIN8,2011-06-25T08:27:33+00:00
v63hVjfswvc,2011-06-25T08:27:33+00:00
9lhXZPZzMMc,2011-06-25T08:27:33+00:00
qnZZ2gr4MR8,2011-06-25T08:27:36+00:00
oc2A0Z6agVE,2011-06-25T08:27:36+00:00
kklG52zlLig,2011-06-25T08:27:36+00:00
B8KTgUkzOQ8,2011-06-25T08:27:36+00:00
S6WHflRmNes,2011-06-25T08:27:36+00:00
aXQoIIlUDRU,2011-06-25T08:27:36+00:00
2Sf3bO_43c0,2011-06-25T08:27:36+00:00
AeWHGf1HKZw,2011-06-25T08:27:36+00:00
1RniOHt8-_E,2011-06-25T08:27:36+00:00
YNPrzg1JLuU,2011-06-25T08:27:36+00:00
k3TKafKTTyA,2011-06-25T08:27:36+00:00
lFk5tLNDA-4,2011-06-25T08:27:36+00:00
qrgi9VBves8,2011-06-25T08:27:36+00:00
snCZfP5VE1s,2011-06-25T08:27:36+00:00
T3VDblwL8RA,2011-06-25T08:27:36+00:00
jM_DNMmkeq4,2011-06-25T08:27:36+00:00
gX3s82Aky0E,2011-06-25T08:27:36+00:00
CHS0pp_g9M4,2011-06-25T08:27:36+00:00
YK3ZpM_cfyk,2011-06-25T08:27:36+00:00
u25gfCP4Bj0,2011-06-25T08:27:36+00:00
fQ1hyaUzKe8,2011-06-25T08:27:36+00:00
uXv74DZkPcg,2011-06-25T08:27:36+00:00
FTdjXhSfwGI,2011-06-25T08:27:36+00:00
TPaYRtJKIcQ,2011-06-25T08:27:36+00:00
xkLv8dgdLj4,2011-06-25T08:27:36+00:00
V8e-guOPQkM,2011-06-25T08:27:36+00:00
ANbAN84fG5U,2011-06-25T08:27:36+00:00
980agItsMD4,2011-06-25T08:27:36+00:00
zCGIEYbvc_M,2011-06-25T08:27:36+00:00
8DCqu7PiNBk,2011-06-25T08:27:36+00:00
cGjTaxpg8iM,2011-06-25T08:27:36+00:00
zilFM0vME8Q,2011-06-25T08:27:36+00:00
sAHBb2SpWsM,2011-06-25T08:27:39+00:00
LEyMI5PGbqc,2011-06-25T08:27:39+00:00
efUbMTMBeoo,2011-06-25T08:27:39+00:00
L7Cgi20tDNg,2011-06-25T08:27:39+00:00
xn6OR_IGB10,2011-06-25T08:27:39+00:00
WJvzCFjW1HE,2011-06-25T08:27:39+00:00
OPdAx1AOVpw,2011-06-25T08:27:39+00:00
uIv0si6fa1c,2011-06-25T08:27:39+00:00
jjI0XNco0os,2011-06-25T08:27:39+00:00
tB09Y9rB5lk,2011-06-25T08:27:39+00:00
DNHhGGyAOm4,2011-06-25T08:27:39+00:00
QjALTFP8KA0,2011-06-25T08:27:39+00:00
cu2AB0XosVg,2011-06-25T08:27:39+00:00
ikCucbU9Bio,2011-06-25T08:27:39+00:00
yyu_XpRCqJA,2011-06-25T08:27:39+00:00
ZBEqkRuLl4o,2011-06-25T08:27:39+00:00
ZiV4GwBFyCk,2011-06-25T08:27:39+00:00
SzEFIP_V0Gs,2011-06-25T08:27:39+00:00
A21v6mswY7M,2011-06-25T08:27:39+00:00
gH6r-bUy6EY,2011-06-25T08:27:39+00:00
3PEwsO-OGXc,2011-06-25T08:27:39+00:00
6Oyfnfvvokc,2011-06-25T08:27:39+00:00
SQh90UMwM7g,2011-06-25T08:27:39+00:00
QGKoiZpqCD4,2011-06-25T08:27:39+00:00
2czarOC-osM,2011-06-25T08:27:39+00:00
xkJNzr-k-10,2011-06-25T08:27:39+00:00
9jp8aEog6S8,2011-06-25T08:27:39+00:00
